time;production;accuracy(sec)
0;7,326709963;3600
3600;7,377132001;
7200;7,427554039;
10800;7,489611932;
14400;7,594334626;
18000;7,978317837;
21600;8,660954657;
25200;9,370741806;
28800;10,32876053;
32400;11,04630491;
36000;11,37210885;
39600;11,85693613;
43200;12,15171112;
46800;12,09741047;
50400;11,89572232;
54000;11,13551313;
57600;10,36366809;
61200;9,572429957;
64800;8,614411238;
68400;7,88135238;
72000;7,547791206;
75600;7,377132001;
79200;7,44694713;
82800;7,388767856;
