time;power(kw);accuracy(sec)
;5427.424987;
;5412.26489;
;5428.097968;
;5450.997998;
;5353.929434;
;5422.889028;
;5337.225837;
;5359.063811;
;5339.793897;
;5348.309728;
;5259.044464;
;5266.214517;
;5311.850078;
;5372.539563;
;5400.176029;
;5440.719402;
;5516.715287;
;5538.191701;
;5849.68677;
;6051.564551;
;6313.781664;
;6591.901058;
;7242.827353;
;7784.454755;
;8297.084501;
;8874.083232;
;9812.612372;
;10527.51903;
;11421.49063;
;12183.32029;
;12576.48284;
;12881.91751;
;13115.61696;
;13137.73847;
;13021.9511;
;12971.31133;
;12577.12446;
;12668.96032;
;12677.59791;
;12856.53111;
;13046.99665;
;13096.62804;
;13046.86764;
;13045.72277;
;12853.18;
;12738.36493;
;12364.15847;
;11996.59973;
;11699.03816;
;11626.75496;
;11892.0628;
;12045.65615;
;12014.3341;
;11872.20999;
;11680.69733;
;11473.87001;
;11164.5521;
;10975.05198;
;10522.4006;
;10284.51247;
;9997.433041;
;9548.825691;
;9138.302203;
;8522.696753;
;8046.126062;
;7796.013327;
;7432.616651;
;7153.922981;
;6874.514032;
;6786.484871;
;6659.5027;
;6476.29887;
;6422.940928;
;6291.721421;
;6244.393148;
;6207.369229;
;6100.549341;
;6015.85808;
;5896.09422;
;5842.889648;
;5794.624661;
;5755.810417;
;5688.58782;
;5626.319486;
;5498.204576;
;5465.018561;
;5315.313728;
;5238.842947;
;5132.345507;
;5087.247975;
;4970.579433;
;5010.251031;
;4897.429314;
;4882.361527;
;4438.886365;
;4726.32318;
;4731.997076;
;4748.662882;
;4686.59068;
;4661.677852;
;4671.03094;
;4630.761595;
;4585.020247;
;4563.489533;
;4511.311755;
;4534.955729;
;4513.412211;
;4490.921258;
;4503.456404;
;4427.121146;
;4479.739439;
;4522.184841;
;4426.411437;
;4453.675077;
;4499.359853;
;4540.584936;
;4533.240641;
;4645.065243;
;4754.349857;
;4859.17458;
;4914.460424;
;5060.771792;
;5165.57463;
;5179.144074;
;5300.139034;
;5349.611319;
;5382.787943;
;5424.891615;
;5449.912018;
;5436.242743;
;5377.17083;
;5444.592151;
;5385.014195;
;5458.621889;
;5360.010073;
;5313.042088;
;5464.347988;
;5332.51603;
;5373.68787;
;5357.80303;
;5305.832404;
;5156.06922;
;5025.551162;
;4936.54541;
;4866.62514;
;4775.247049;
;4721.88725;
;4665.989448;
;4660.889175;
;4624.049096;
;4568.105859;
;4485.728826;
;4434.83354;
;4453.556304;
;4404.707324;
;4345.099893;
;4329.283833;
;4272.006758;
;4274.833034;
;4274.590466;
;4218.641615;
;4168.057581;
;4189.204861;
;4104.253574;
;4144.77771;
;4150.771662;
;4117.392435;
;4091.53425;
;4020.751968;
;4029.520972;
;4020.939043;
;4061.092236;
;3968.643204;
;4024.960469;
;4023.43822;
;4016.087869;
;4042.034186;
;3960.788163;
;4045.950998;
;3999.872226;
;3942.944419;
;4017.92238;
;4012.703209;
;3898.234353;
;3960.870847;
;3935.192691;
;3932.622642;
;3900.347391;
;3891.938749;
;3903.705725;
;3522.461177;
;3890.004579;
;3859.91119;
;3847.766497;
;3865.344118;
;3806.687841;
;3849.476703;
;3891.921475;
;3852.966185;
;3838.635607;
;3820.102559;
;3816.88686;
;3836.355438;
;3864.969915;
;3866.974665;
;3838.343814;
;3848.49487;
;3823.657874;
;3854.088623;
;3825.993239;
;3840.525001;
;3914.786509;
;3790.411445;
;3951.270681;
;3947.206166;
;3963.212486;
;4013.759402;
;3968.846239;
;4000.694482;
;4018.852789;
;3955.899088;
;3966.203491;
;3898.379406;
;3952.036402;
;3925.624595;
;3897.904933;
;3963.70468;
;3957.092409;
;3930.273317;
;3979.784282;
;3924.286645;
;3917.387344;
;3970.863786;
;4012.297296;
;3944.926681;
;3973.441259;
;3946.227233;
;3916.996008;
;3872.619986;
;3958.508067;
;3896.139024;
;3941.440528;
;3933.512874;
;3912.32986;
;3889.623087;
;3896.180072;
;3964.000425;
;3819.445335;
;3878.428017;
;3877.807666;
;3846.942734;
;3860.275259;
;3861.480678;
;3840.572563;
;3809.728041;
;3839.182459;
;3858.198228;
;3855.390673;
;3840.429342;
;3938.212178;
;3941.463966;
;3939.93628;
;3998.910385;
;4004.469774;
;3995.828977;
;4007.496602;
;3954.26615;
;3994.857536;
;4008.327722;
;4039.713882;
;4014.477981;
;4053.702223;
;4091.562845;
;4057.36715;
;4067.442085;
;4123.939528;
;4138.269661;
;4134.804572;
;4159.755269;
;4238.554762;
;4223.433156;
;4236.709474;
;4284.469669;
;4287.204094;
;4300.410213;
;4283.120306;
;3961.661317;
;4344.897928;
;4325.387588;
;4352.240581;
;4364.907407;
;4347.081615;
;4424.715868;
;4414.965338;
;4417.47382;
;4434.426163;
;4430.205185;
;4514.556895;
;4504.979289;
;4545.325691;
;4544.78675;
;4578.866395;
;4567.901152;
;4668.741558;
;4652.110989;
;4811.849502;
;5077.170118;
;5349.69265;
;5644.415835;
;5995.911911;
;6670.069561;
;7283.437432;
;7867.732714;
;8390.04799;
;9274.321999;
;10147.88598;
;11072.32687;
;11800.656;
;12348.49819;
;12743.87198;
;12884.52972;
;12981.46849;
;12901.19308;
;13082.95196;
;12687.15608;
;12860.40274;
;12932.26137;
;13093.72357;
;13291.8637;
;13365.83963;
;13277.89956;
;13329.40298;
;13400.94151;
;13238.25829;
;12726.84348;
;12367.51509;
;12141.28896;
;12193.62483;
;12572.78423;
;12888.9554;
;12999.39395;
;12998.41669;
;12999.86347;
;12965.66018;
;12603.16485;
;12352.06155;
;12125.21779;
;12205.96008;
;12074.06176;
;11788.86465;
;11075.97471;
;10481.34923;
;9529.859581;
;8996.970553;
;8441.658465;
;7998.310505;
;7771.760161;
;7543.588873;
;7356.603376;
;7169.331494;
;7130.306062;
;7137.557454;
;7067.198978;
;6931.660599;
;6805.716452;
;6756.415435;
;6702.197754;
;6566.586737;
;6515.240728;
;6427.006952;
;6386.127589;
;6328.634763;
;6251.737726;
;6149.524422;
;6017.65834;
;5977.717103;
;5813.265905;
;5747.980386;
;5675.214959;
;5599.507973;
;5519.345164;
;5516.870112;
;5011.473125;
;5336.826886;
;5315.719473;
;5206.984973;
;5245.103687;
;5179.60395;
;5229.184607;
;5179.21924;
;5187.168007;
;5195.455133;
;5112.835199;
;5199.737662;
;5226.292497;
;5205.034325;
;5169.933117;
;5215.088686;
;5292.442859;
;5287.724156;
;5351.47324;
;5481.963269;
;5660.468517;
;5917.788909;
;6136.048232;
;6543.467319;
;7209.311781;
;7855.371872;
;8399.360468;
;9045.569236;
;9908.667752;
;10665.84335;
;11667.76832;
;12323.13433;
;12892.89719;
;13174.18478;
;13445.22054;
;13564.99456;
;13462.81663;
;13328.21112;
;13080.77888;
;13146.09759;
;13222.63909;
;13402.75632;
;13538.46524;
;13705.812;
;13620.31047;
;13597.20952;
;13657.50038;
;13411.97965;
;13034.28232;
;12688.12858;
;12483.59313;
;12445.92525;
;12757.1626;
;12986.63738;
;13116.18913;
;13113.72343;
;13037.61469;
;13079.31633;
;12854.22579;
;12605.10194;
;12343.33746;
;12532.38093;
;12340.57277;
;11965.69961;
;11278.97287;
;10681.01078;
;9695.731246;
;9106.373375;
;8527.240531;
;8170.862902;
;7847.001589;
;7625.778487;
;7422.364248;
;7295.418941;
;7250.33486;
;7120.136078;
;7023.103054;
;6993.501279;
;6959.604062;
;6851.476269;
;6751.467067;
;6651.668464;
;6613.366982;
;6575.841673;
;6466.038427;
;6463.951236;
;6343.885407;
;6162.688841;
;6125.69666;
;6060.864611;
;5965.525732;
;5844.126127;
;5717.523815;
;5647.611872;
;5564.415897;
;5534.975824;
;5104.397807;
;5384.70595;
;5355.771289;
;5361.069551;
;5295.176714;
;5257.741947;
;5222.51954;
;5333.283202;
;5233.776821;
;5256.717327;
;5204.526124;
;5311.441936;
;5294.15884;
;5278.110575;
;5317.571778;
;5305.502847;
;5322.385366;
;5307.899905;
;5382.416578;
;5500.586017;
;5747.693419;
;5959.459651;
;6259.081133;
;6553.292784;
;7263.178258;
;7796.228013;
;8340.094888;
;8963.747291;
;9910.857539;
;10659.88873;
;11689.76146;
;12364.30261;
;12968.977;
;13295.20526;
;13502.39538;
;13599.14453;
;13483.69773;
;13452.11121;
;13113.50345;
;13242.07833;
;13264.59849;
;13351.34196;
;13422.20827;
;13603.42757;
;13515.34832;
;13411.71495;
;13384.81641;
;13261.91827;
;12877.96084;
;12671.41847;
;12337.97509;
;12355.8582;
;12664.96399;
;12922.22496;
;13032.11118;
;12950.63084;
;12919.28454;
;12923.86528;
;12666.43497;
;12567.66535;
;12309.26472;
;12374.9421;
;12274.58528;
;11893.17703;
;11273.99949;
;10638.23485;
;9798.942746;
;9211.482067;
;8523.629325;
;8162.996393;
;7855.905159;
;7681.624606;
;7403.705602;
;7341.192785;
;7226.949011;
;7234.207735;
;7048.478579;
;6986.295141;
;6883.27338;
;6842.084195;
;6769.589404;
;6631.473574;
;6520.154061;
;6556.190486;
;6458.401416;
;6369.28887;
;6352.870412;
;6208.512143;
;6071.409664;
;5982.27929;
;5877.668385;
;5879.882391;
;5683.729175;
;5686.138694;
;5592.294805;
;5582.797973;
;5115.845969;
;5418.028368;
;5490.116988;
;5336.861397;
;5346.897645;
;5320.998967;
;5249.034172;
;5305.735776;
;5259.341097;
;5194.686744;
;5220.080005;
;5251.612864;
;5269.88251;
;5380.600551;
;5349.934817;
;5314.810423;
;5345.407025;
;5360.02331;
;5395.055478;
;5492.260064;
;5720.26112;
;5926.661366;
;6223.228809;
;6571.894433;
;7270.416377;
;7870.663051;
;8397.457544;
;9065.158831;
;9939.551537;
;10717.37355;
;11756.25426;
;12486.10731;
;12943.06818;
;13261.09157;
;13492.82407;
;13590.34928;
;13419.12072;
;13360.96096;
;13050.91697;
;13122.5712;
;13168.62335;
;13452.95421;
;13687.17167;
;13696.10664;
;13742.19118;
;13702.6031;
;13749.11263;
;13586.50139;
;13079.6146;
;12669.25738;
;12460.24947;
;12496.26091;
;12845.45029;
;13076.43147;
;13134.50662;
;13170.52203;
;13024.14954;
;12964.82526;
;12697.73529;
;12617.01153;
;12409.3635;
;12260.11401;
;12251.7047;
;11876.96296;
;11179.04115;
;10568.46371;
;9626.712831;
;9138.665808;
;8527.43486;
;8132.953072;
;7846.735797;
;7643.580804;
;7526.242291;
;7338.335769;
;7243.11718;
;7234.77095;
;7099.045984;
;7066.151366;
;6962.969247;
;6932.877051;
;6743.513563;
;6643.182573;
;6646.390575;
;6518.667037;
;6443.55943;
;6393.049763;
;6313.034187;
;6132.926327;
;6059.322882;
;5983.069964;
;5951.430529;
;5902.52677;
;5725.156254;
;5726.735402;
;5660.479125;
;5536.806781;
;5094.323662;
;5393.728789;
;5449.240941;
;5365.18845;
;5379.356138;
;5364.590222;
;5382.431174;
;5336.289977;
;5334.45482;
;5334.553909;
;5306.799426;
;5297.193252;
;5318.403585;
;5286.070893;
;5360.029889;
;5357.915341;
;5363.705717;
;5454.844764;
;5455.33049;
;5554.392534;
;5712.953188;
;5983.462912;
;6261.00748;
;6575.90521;
;7258.098832;
;7921.921403;
;8413.062573;
;8912.352754;
;9748.959337;
;10505.97629;
;11411.97375;
;11812.84071;
;12344.63358;
;12700.35326;
;12916.32754;
;13081.14728;
;12845.2972;
;12904.54601;
;12536.06818;
;12638.04644;
;12641.94511;
;12812.72111;
;12996.47901;
;13081.95778;
;12917.30973;
;13029.71187;
;12855.31583;
;12601.9401;
;12142.45052;
;11759.7513;
;11463.67337;
;11412.71946;
;11650.63775;
;11922.46102;
;11832.10668;
;11652.95316;
;11502.70822;
;11287.01484;
;10949.57527;
;10722.57135;
;10321.16887;
;10135.50427;
;9956.872792;
;9597.354936;
;9029.78863;
;8683.800577;
;8136.88342;
;7812.793605;
;7452.194855;
;7138.027978;
;6885.071103;
;6714.33644;
;6509.379048;
;6384.441979;
;6356.121897;
;6307.562659;
;6243.092161;
;6152.420776;
;6099.396159;
;6093.896124;
;5932.051686;
;5884.760595;
;5801.816541;
;5766.007879;
;5775.035754;
;5680.068899;
;5488.128986;
;5434.345898;
;5327.751472;
;5276.001622;
;5173.352003;
;5141.442401;
;5038.90589;
;4967.142286;
;4953.605986;
;4874.033871;
;4464.201225;
;4780.360106;
;4784.54249;
;4704.141317;
;4748.686248;
;4678.868004;
;4656.245779;
;4664.042149;
;4635.400744;
;4647.957749;
;4570.781579;
;4527.542291;
;4524.199344;
;4511.616136;
;4501.38065;
;4493.714528;
;4464.261608;
;4508.089893;
;4501.634729;
;4482.295144;
;4548.039426;
;4644.561731;
;4624.447912;
;4753.422871;
;4799.525458;
;4941.346155;
;4967.229636;
;5060.35789;
;5215.812687;
;5306.770063;
;5339.438231;
;5384.631047;
;5455.856042;
;5494.56157;
;5524.714742;
;5510.826961;
;5524.576216;
;5515.610179;
;5453.309888;
;5425.289058;
;5443.790312;
;5485.008893;
;5428.843154;
;5446.47355;
;5414.997998;
;5371.856702;
;5290.939854;
;5247.192687;
;5100.87194;
;4969.819064;
;4848.603031;
;4711.65908;
;4684.103789;
;4681.206231;
;4626.457009;
;4597.704886;
;4507.750991;
;4522.900912;
;4444.721223;
;4451.722153;
;4377.839034;
;4357.965992;
;4357.512269;
;4291.442065;
;4291.416401;
;4284.924162;
;4230.92846;
;4207.166654;
;4123.129783;
;4150.52163;
;4128.195182;
;4171.16615;
;4148.598388;
;4188.392628;
;4162.933443;
;4167.350385;
;4185.961225;
;4220.97487;
;4229.67637;
;4196.178896;
;4193.58705;
;4169.035776;
;4211.887794;
;4210.229591;
;4163.882767;
;4193.551273;
;4147.157564;
;4176.123392;
;4115.849941;
;4155.752415;
;4141.470294;
;4114.449562;
;4122.620363;
;4072.590118;
;4085.821773;
;4036.632844;
;3699.755982;
;4028.769931;
;4013.382089;
;4031.304204;
;4050.750555;
;4079.242374;
;4043.128703;
;4038.728444;
;4083.531279;
;4043.686039;
;4063.027855;
;4020.526067;
;4036.588058;
;4088.048653;
;4099.021458;
;4026.891425;
;4104.207745;
;4060.103875;
;4059.487512;
;4056.082293;
;4044.615684;
;4091.389359;
;4102.378094;
;4078.167195;
;4180.003938;
;4238.206414;
;4203.645042;
;4276.748634;
;4220.504059;
;4255.155956;
;4176.903239;
;4166.207609;
;4163.097785;
;4205.109844;
;4163.596067;
;4157.771315;
;4161.908492;
;4126.019525;
;4108.469148;
;4123.610769;
;4119.929729;
;4113.788322;
;4136.407431;
;4068.901047;
;4083.849352;
;4112.680989;
;4060.014151;
;4058.012373;
;4015.205107;
;4010.009389;
;4054.8973;
;3971.314399;
;4004.059945;
;3960.998835;
;3925.406138;
;3980.900677;
;3948.622697;
;3919.394123;
;3895.323924;
;3936.339133;
;3946.54128;
;3870.491138;
;3914.356376;
;3846.403907;
;3883.412464;
;3897.064006;
;3930.71286;
;3899.598522;
;3898.63641;
;3933.925156;
;3965.806369;
;3999.653905;
;4022.595918;
;4057.800784;
;4061.156642;
;4108.632373;
;4077.973262;
;4161.381157;
;4171.9321;
;4164.824411;
;4178.301035;
;4173.174693;
;4200.700362;
;4227.164006;
;4217.167678;
;4260.22511;
;4227.774201;
;4296.35305;
;4307.431121;
;4329.279771;
;4385.921109;
;4475.994427;
;4398.184618;
;4443.136586;
;4475.867433;
;4492.623537;
;4154.197679;
;4476.487877;
;4524.771475;
;4575.749381;
;4540.429133;
;4595.269391;
;4567.288325;
;4538.984139;
;4587.26266;
;4603.401975;
;4543.761588;
;4658.274855;
;4607.312018;
;4687.873883;
;4758.516738;
;4737.001798;
;4827.642484;
;4883.778348;
;4980.190388;
;5053.776637;
;5282.582546;
;5451.265604;
;5808.772775;
;6128.138884;
;6935.71145;
;7517.966501;
;8191.91898;
;8822.041392;
;9778.05564;
;10524.87099;
;11465.72501;
;12264.8036;
;12734.76464;
;13069.70366;
;13361.9597;
;13544.76453;
;13394.34853;
;13454.18653;
;13107.67266;
;13155.4198;
;13164.85938;
;13406.60067;
;13530.91405;
;13573.70439;
;13578.7563;
;13631.44405;
;13575.6563;
;13372.11029;
;12995.21157;
;12620.24226;
;12296.82754;
;12382.24594;
;12839.67825;
;13075.46432;
;13201.09499;
;13209.22136;
;13186.5128;
;13018.59395;
;12675.66414;
;12545.94765;
;12366.90247;
;12380.56082;
;12254.0911;
;11957.86236;
;11236.78842;
;10537.38178;
;9645.801591;
;9062.490872;
;8432.462752;
;8089.691559;
;7786.672891;
;7648.40227;
;7513.005604;
;7262.166431;
;7213.526923;
;7208.358898;
;7155.935806;
;7140.157367;
;7073.314872;
;6960.40843;
;6855.41895;
;6719.893369;
;6690.476243;
;6690.556193;
;6608.149662;
;6610.726627;
;6418.364606;
;6319.324715;
;6226.40764;
;6144.456549;
;6095.617436;
;6014.462312;
;5842.714417;
;5854.724805;
;5714.79192;
;5738.724479;
;5291.079055;
;5540.626196;
;5561.995878;
;5518.836685;
;5497.322337;
;5501.378446;
;5479.439336;
;5461.718325;
;5376.816064;
;5422.329971;
;5361.865662;
;5413.098928;
;5374.944676;
;5389.247922;
;5359.7019;
;5463.051531;
;5507.507259;
;5536.203308;
;5713.897921;
;5690.429625;
;5947.765449;
;6197.774941;
;6406.783109;
;6775.974559;
;7513.117368;
;8123.609791;
;8724.513279;
;9231.959139;
;10187.93993;
;10934.90047;
;11920.90574;
;12693.38366;
;13253.96904;
;13570.34418;
;13745.94499;
;13804.3689;
;13712.45795;
;13643.39025;
;13223.02183;
;13392.46199;
;13458.11337;
;13599.58614;
;13793.53365;
;13907.2763;
;13990.35048;
;13903.81777;
;13828.54387;
;13686.50848;
;13156.74059;
;12958.11749;
;12556.2051;
;12547.93685;
;12919.5007;
;13322.93884;
;13296.25527;
;13340.48986;
;13124.67437;
;13015.95744;
;12790.05552;
;12652.10416;
;12470.27333;
;12528.43876;
;12385.94747;
;12018.77647;
;11229.44;
;10606.03993;
;9764.779928;
;9221.572227;
;8667.807647;
;8327.908956;
;8005.163022;
;7732.239018;
;7511.953829;
;7393.586834;
;7396.353404;
;7366.479613;
;7193.492857;
;7243.724485;
;7094.487097;
;7085.521858;
;6918.164102;
;6876.230406;
;6767.883531;
;6753.54877;
;6688.531693;
;6600.878348;
;6501.902983;
;6431.98173;
;6279.905586;
;6159.229991;
;6162.617123;
;5981.69379;
;5919.657017;
;5843.989008;
;5751.875517;
;5808.400006;
;5266.524371;
;5668.892468;
;5615.961208;
;5571.840882;
;5593.742034;
;5556.19351;
;5521.560311;
;5503.797395;
;5430.799562;
;5494.347589;
;5433.350413;
;5490.500582;
;5453.685953;
;5419.660018;
;5487.108863;
;5523.401806;
;5555.785805;
;5620.946505;
;5687.480404;
;5765.807482;
;5974.614949;
;6244.924234;
;6518.407881;
;6872.313853;
;7549.859159;
;8237.329915;
;8707.407961;
;9344.39673;
;10261.02412;
;11105.56108;
;12022.89062;
;12680.79112;
;13085.42288;
;13410.22325;
;13644.11351;
;13757.66155;
;13528.82449;
;13524.77151;
;13167.62464;
;13209.50928;
;13273.45939;
;13497.53174;
;13553.75664;
;13642.22003;
;13647.80239;
;13645.10916;
;13497.77232;
;13389.46511;
;12775.64403;
;12598.1159;
;12305.86726;
;12251.41156;
;12721.59217;
;13073.71675;
;13089.38012;
;13197.77255;
;13044.31069;
;13097.05094;
;12717.24121;
;12615.73983;
;12207.62436;
;12182.41433;
;12068.6516;
;11783.95593;
;11013.64778;
;10354.72931;
;9461.940338;
;8947.346904;
;8414.831553;
;8029.054478;
;7747.296252;
;7628.505295;
;7395.702098;
;7222.990285;
;7199.179463;
;7178.573812;
;7072.875901;
;7095.674151;
;6991.822995;
;6965.806658;
;6812.772879;
;6740.759931;
;6712.747962;
;6675.276144;
;6531.298804;
;6458.291008;
;6358.978107;
;6243.573259;
;6212.114804;
;6120.626561;
;5999.03528;
;5992.807202;
;5849.96311;
;5798.696032;
;5739.705624;
;5728.700024;
;5241.825392;
;5536.257573;
;5524.814593;
;5463.86343;
;5457.512493;
;5423.098334;
;5460.841372;
;5411.060952;
;5443.249782;
;5486.916841;
;5417.702333;
;5466.690095;
;5426.003975;
;5480.381777;
;5466.959074;
;5540.059566;
;5509.813665;
;5621.774699;
;5690.839419;
;5772.29654;
;6002.961051;
;6243.536392;
;6556.730364;
;6917.891788;
;7605.021232;
;8212.860684;
;8720.095702;
;9358.199197;
;10264.03614;
;11039.70669;
;12017.18718;
;12662.71371;
;13239.59428;
;13452.6272;
;13730.03357;
;13737.3683;
;13590.30587;
;13654.87877;
;13253.63709;
;13329.04359;
;13353.22591;
;13576.79196;
;13664.60482;
;13748.28301;
;13709.17447;
;13664.31098;
;13693.39516;
;13433.79057;
;12959.84953;
;12501.34192;
;12286.16547;
;12288.1334;
;12787.58824;
;13086.36472;
;13092.54347;
;13021.07121;
;12885.53106;
;12789.62735;
;12634.46893;
;12430.15169;
;12154.86744;
;12128.80512;
;11983.45197;
;11739.70128;
;11046.0467;
;10379.5149;
;9557.382126;
;8962.015434;
;8385.46136;
;8056.446309;
;7756.740712;
;7593.561076;
;7393.504475;
;7217.15009;
;7165.18851;
;7218.705582;
;7143.181774;
;7134.561476;
;7023.72283;
;6926.532038;
;6848.564813;
;6689.007303;
;6663.158059;
;6651.62161;
;6539.96257;
;6463.262024;
;6354.636705;
;6231.683595;
;6256.420529;
;6115.428107;
;5993.568086;
;5931.579058;
;5823.05341;
;5814.463881;
;5720.409979;
;5677.518152;
;5195.42378;
;5581.831781;
;5581.398505;
;5495.666346;
;5465.105656;
;5475.9337;
;5441.617293;
;5422.511336;
;5407.037898;
;5456.864137;
;5387.770634;
;5417.347195;
;5357.351237;
;5356.547656;
;5379.546721;
;5394.792313;
;5453.684255;
;5527.081168;
;5614.953764;
;5627.219012;
;5894.891586;
;6029.930146;
;6216.910989;
;6676.695244;
;7270.127245;
;7888.925951;
;8453.85307;
;8904.682094;
;9688.745534;
;10398.42268;
;11267.15245;
;11917.74811;
;12305.94461;
;12652.59394;
;12831.06249;
;12980.57962;
;12783.78442;
;12797.93677;
;12370.32112;
;12491.77476;
;12576.702;
;12742.27741;
;12925.62262;
;12821.03438;
;12758.48252;
;12708.09618;
;12484.40349;
;12430.34163;
;11807.99269;
;11575.5983;
;11357.32086;
;11174.52826;
;11374.07713;
;11604.14114;
;11615.17135;
;11361.65967;
;11227.54544;
;11005.62485;
;10682.0003;
;10429.12205;
;9990.239646;
;9759.8463;
;9592.503448;
;9283.500438;
;8892.911463;
;8473.255925;
;7951.561906;
;7566.66596;
;7224.687791;
;6914.664469;
;6703.778672;
;6550.964799;
;6376.436403;
;6234.640901;
;6284.23084;
;6162.193026;
;6073.21825;
;5990.525905;
;5966.380725;
;5890.619547;
;5811.972542;
;5760.091584;
;5705.621064;
;5646.701747;
;5582.655074;
;5531.604573;
;5414.518892;
;5389.310388;
;5255.81504;
;5166.043461;
;5144.257818;
;5033.777897;
;4996.394389;
;4929.668455;
;4871.142814;
;4839.383968;
;4382.36432;
;4724.258811;
;4767.913766;
;4670.252773;
;4658.982299;
;4610.778469;
;4576.975978;
;4598.241093;
;4536.628413;
;4495.957187;
;4506.743272;
;4508.271921;
;4522.311804;
;4503.057759;
;4452.119197;
;4503.228003;
;4477.222364;
;4479.174932;
;4467.284695;
;4472.702848;
;4524.979685;
;4576.929001;
;4639.182115;
;4599.708048;
;4727.993363;
;4803.49408;
;4937.381027;
;5011.603183;
;5195.886448;
;5173.793387;
;5273.816012;
;5265.294643;
;5336.201964;
;5387.590769;
;5458.161823;
;5456.523896;
;5436.208956;
;5375.719934;
;5365.387596;
;5391.149058;
;5361.279008;
;5340.020956;
;5332.425337;
;5347.03125;
;5282.733203;
;5189.731859;
;5212.485511;
;5029.788963;
;4932.972401;
;4796.368486;
;4758.547854;
;4657.207761;
;4595.039976;
;4579.854695;
;4543.307351;
;4451.898451;
;4505.845458;
;4517.2329;
;4395.078646;
;4374.479857;
;4310.374093;
;4270.009112;
;4294.380329;
;4286.741965;
;4251.668846;
;4211.894311;
;4237.301501;
;4222.778375;
;4146.366021;
;4131.125523;
;4132.089478;
;4104.996635;
;4077.525332;
;4054.824725;
;4111.606937;
;4098.518677;
;4090.733908;
;4090.776072;
;4071.496696;
;4078.582578;
;4037.028267;
;4023.764395;
;4041.865829;
;4039.666359;
;4045.58661;
;4004.932088;
;4036.086923;
;4010.697799;
;3986.691118;
;4031.347383;
;3959.8338;
;4053.226754;
;3918.465096;
;3977.862835;
;3974.737098;
;3944.888955;
;3565.544954;
;3919.04957;
;3973.018718;
;3935.290624;
;3928.430905;
;3934.760021;
;3929.388051;
;3929.834898;
;3890.718125;
;3952.923199;
;3925.01625;
;3898.623743;
;3878.097907;
;3918.342704;
;3897.860365;
;3845.610261;
;3896.12466;
;3903.471326;
;3926.093939;
;3922.869151;
;3964.704073;
;4014.532268;
;4006.947953;
;3995.122706;
;4044.37262;
;4059.505925;
;4132.051865;
;4143.931171;
;4118.270154;
;4087.084732;
;4081.909849;
;4091.865489;
;4013.485567;
;4076.860154;
;4035.459565;
;4061.961124;
;4087.701118;
;4104.394597;
;4065.771035;
;4079.299302;
;4126.116357;
;4110.714917;
;4140.713901;
;4078.850135;
;4149.593328;
;4099.722614;
;4053.057221;
;4029.311904;
;4037.426219;
;3993.11614;
;4057.165445;
;4010.395599;
;4055.580606;
;3951.052948;
;3973.201311;
;3971.685999;
;3962.588635;
;3933.623035;
;3953.475085;
;3933.535916;
;3879.398912;
;3958.600528;
;3841.822051;
;3917.387191;
;3905.74518;
;3899.438705;
;3885.278444;
;3896.439077;
;3919.156892;
;3888.233069;
;3990.321766;
;3999.40807;
;4036.183122;
;4028.215309;
;4013.187439;
;4090.092138;
;4050.128635;
;4055.094402;
;4009.479314;
;4074.299797;
;4059.96955;
;4022.295599;
;4096.494213;
;4120.205564;
;4161.221366;
;4183.197665;
;4198.173317;
;4196.277101;
;4241.788858;
;4322.656622;
;4277.826631;
;4341.59632;
;4332.764387;
;4397.058593;
;4385.655317;
;4419.82907;
;4087.454705;
;4418.395686;
;4402.156788;
;4434.480864;
;4429.775979;
;4465.368052;
;4452.399469;
;4442.111163;
;4464.583911;
;4487.222759;
;4504.322377;
;4488.347283;
;4482.292575;
;4559.239001;
;4531.54316;
;4608.751918;
;4680.917989;
;4684.820627;
;4782.546923;
;4926.564744;
;5150.779485;
;5446.002677;
;5685.768098;
;6057.02774;
;6742.887319;
;7433.199946;
;8033.956704;
;8699.785781;
;9548.576493;
;10334.34016;
;11325.60203;
;12038.60723;
;12628.22157;
;12951.7593;
;13340.74762;
;13452.2373;
;13357.75978;
;13370.72594;
;12971.82748;
;13025.85006;
;13058.55951;
;13296.31135;
;13480.64952;
;13522.56678;
;13503.09108;
;13548.13787;
;13459.30224;
;13281.94878;
;12766.13583;
;12474.95621;
;12052.55326;
;12163.18411;
;12534.40874;
;12899.09634;
;12948.71326;
;12892.94888;
;12801.87227;
;12786.77059;
;12475.33753;
;12387.85034;
;12129.03452;
;12128.17694;
;12025.31016;
;11759.27172;
;11007.95568;
;10388.47726;
;9520.46138;
;9110.374213;
;8434.964424;
;8065.383186;
;7804.438929;
;7516.837123;
;7357.285759;
;7154.494202;
;7122.792223;
;7164.919494;
;7063.881141;
;6997.440901;
;6941.515362;
;6868.165915;
;6711.773424;
;6667.194617;
;6629.155506;
;6567.053985;
;6460.613304;
;6400.618729;
;6268.742625;
;6225.534391;
;6101.794592;
;6018.787281;
;5888.706283;
;5831.446967;
;5714.208449;
;5682.840736;
;5558.308705;
;5521.157123;
;5052.398516;
;5367.646053;
;5358.337881;
;5299.38303;
;5273.246412;
;5248.77749;
;5291.239156;
;5279.27198;
;5292.913519;
;5262.150072;
;5259.423476;
;5335.106358;
;5292.084812;
;5316.34277;
;5346.022625;
;5317.36837;
;5355.335533;
;5386.110565;
;5554.574359;
;5601.24879;
;5723.777556;
;6050.949783;
